UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200
119508,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,569,R,0,R,569,R,297,R,52,R,380,R,67,R,0,R,569,R,6,R,0,R,386,R,68
119544,R,37,R,0,R,37,R,2,R,5,R,12,R,32,R,0,R,37,R,6,R,0,R,18,R,49,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
119553,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,159,R,0,R,159,R,115,R,72,R,119,R,75,Z,0,R,159,Z,0,Z,0,R,119,R,75
119605,R,35,R,0,R,35,R,7,R,20,R,8,R,23,Z,0,R,35,Z,0,Z,0,R,8,R,23,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
119775,R,19,R,0,R,19,R,1,R,5,R,6,R,32,R,0,R,19,R,1,R,0,R,7,R,37,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
119845,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,60,R,0,R,60,R,14,R,23,R,48,R,80,Z,0,R,60,Z,0,Z,0,R,48,R,80
119951,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,225,R,0,R,225,R,0,R,0,R,154,R,68,Z,0,R,225,Z,0,Z,0,R,154,R,68
120069,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,238,R,0,R,238,R,131,R,55,R,168,R,71,Z,0,R,238,Z,0,Z,0,R,168,R,71
120078,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,475,R,0,R,475,R,237,R,50,R,337,R,71,Z,0,R,475,Z,0,Z,0,R,337,R,71
120087,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,165,R,0,R,165,R,57,R,35,R,106,R,64,Z,0,R,165,Z,0,Z,0,R,106,R,64
120184,R,134,R,0,R,134,R,51,R,38,R,63,R,47,Z,0,R,134,Z,0,Z,0,R,63,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
120254,R,458,R,0,R,458,R,367,R,80,R,386,R,84,Z,0,R,458,Z,0,Z,0,R,386,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
120272,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,32,R,0,R,32,R,0,R,0,R,27,R,84,R,0,R,32,R,1,R,0,R,28,R,88
120290,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,718,R,0,R,718,R,73,R,10,R,255,R,36,R,0,R,718,R,83,R,142,R,338,R,47
120342,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2056,R,0,R,2056,R,219,R,11,R,763,R,37,R,0,R,2056,R,239,R,346,R,1002,R,49
120403,R,161,R,1,R,160,R,78,R,49,R,85,R,53,Z,0,R,160,R,6,Z,0,R,91,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
