UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200
445391,R,16,R,0,R,16,R,1,R,6,R,2,R,13,R,0,R,16,R,0,R,1,R,2,R,13,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
445434,R,4,R,0,R,4,R,3,R,75,R,3,R,75,Z,0,R,4,Z,0,Z,0,R,3,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
445461,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1033,R,0,R,1033,R,608,R,59,R,658,R,64,R,0,R,1033,R,1,R,0,R,659,R,64
445470,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,330,R,0,R,330,R,164,R,50,R,215,R,65,R,0,R,330,R,3,R,0,R,218,R,66
445498,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,12,R,0,R,12,R,0,R,0,R,10,R,83,Z,0,R,12,Z,0,Z,0,R,10,R,83
445504,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,28,R,0,R,28,R,0,R,0,R,15,R,54,Z,0,R,28,Z,0,Z,0,R,15,R,54
445540,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,63,R,0,R,63,R,29,R,46,R,47,R,75,R,0,R,63,R,0,R,0,R,47,R,75
445559,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,163,R,0,R,163,R,84,R,52,R,90,R,55,Z,0,R,163,Z,0,Z,0,R,90,R,55
445577,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,95,R,0,R,95,R,75,R,79,R,85,R,89,Z,0,R,95,Z,0,Z,0,R,85,R,89
445638,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6,R,0,R,6,R,4,R,67,R,5,R,83,Z,0,R,6,Z,0,Z,0,R,5,R,83
445647,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,17,R,0,R,17,R,14,R,82,R,16,R,94,Z,0,R,17,Z,0,Z,0,R,16,R,94
445656,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,8,R,0,R,8,R,1,R,13,R,5,R,63,Z,0,R,8,Z,0,Z,0,R,5,R,63
445665,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,311,R,0,R,311,R,37,R,12,R,97,R,31,R,0,R,311,R,5,R,0,R,102,R,33
445683,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,42,R,0,R,42,R,4,R,10,R,6,R,14,Z,0,R,42,Z,0,Z,0,R,6,R,14
445692,R,48,R,0,R,48,R,23,R,48,R,23,R,48,Z,0,R,48,Z,0,Z,0,R,23,R,48,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
445708,R,470,R,0,R,470,R,163,R,35,R,206,R,44,R,0,R,470,R,1,R,3,R,207,R,44,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
445726,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,174,R,0,R,174,R,59,R,34,R,66,R,38,Z,0,R,174,Z,0,Z,0,R,66,R,38
445744,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,418,R,0,R,418,R,121,R,29,R,240,R,57,Z,0,R,418,Z,0,Z,0,R,240,R,57
445753,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,188,R,0,R,188,R,42,R,22,R,139,R,74,Z,0,R,188,Z,0,Z,0,R,139,R,74
445762,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,36,R,0,R,36,R,12,R,33,R,12,R,33,Z,0,R,36,Z,0,Z,0,R,12,R,33
445771,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,417,R,1,R,416,R,292,R,70,R,320,R,77,Z,0,R,416,Z,0,Z,0,R,320,R,77
445780,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,45,R,0,R,45,R,21,R,47,R,27,R,60,R,0,R,45,R,0,R,1,R,27,R,60
445799,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,911,R,7,R,904,R,207,R,23,R,530,R,59,R,0,R,904,R,10,R,1,R,540,R,60
445814,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,562,R,0,R,562,R,34,R,6,R,342,R,61,Z,0,R,562,Z,0,Z,0,R,342,R,61
445841,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,61,R,0,R,61,R,6,R,10,R,41,R,67,Z,0,R,61,Z,0,Z,0,R,41,R,67
445850,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,73,R,0,R,73,R,11,R,15,R,44,R,60,Z,0,R,73,Z,0,Z,0,R,44,R,60
445896,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,47,R,0,R,47,R,24,R,51,R,31,R,66,Z,0,R,47,Z,0,Z,0,R,31,R,66
445911,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,531,R,0,R,531,R,123,R,23,R,323,R,61,R,0,R,531,R,11,R,0,R,334,R,63
445920,R,4,R,0,R,4,R,2,R,50,R,3,R,75,Z,0,R,4,Z,0,Z,0,R,3,R,75,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
445939,R,7,R,0,R,7,R,4,R,57,R,4,R,57,Z,0,R,7,Z,0,Z,0,R,4,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
445948,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,219,R,0,R,219,R,25,R,11,R,118,R,54,Z,0,R,219,Z,0,Z,0,R,118,R,54
445984,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20,R,0,R,20,R,13,R,65,R,13,R,65,Z,0,R,20,Z,0,Z,0,R,13,R,65
445993,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,217,R,0,R,217,R,25,R,12,R,148,R,68,R,0,R,217,R,2,R,0,R,150,R,69
446048,R,80,R,0,R,80,R,49,R,61,R,51,R,64,Z,0,R,80,Z,0,Z,0,R,51,R,64,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446057,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,27,R,0,R,27,R,17,R,63,R,21,R,78,Z,0,R,27,Z,0,Z,0,R,21,R,78
446075,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20,R,0,R,20,R,3,R,15,R,10,R,50,R,0,R,20,R,1,R,1,R,11,R,55
446093,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,179,R,0,R,179,R,76,R,42,R,126,R,70,Z,0,R,179,Z,0,Z,0,R,126,R,70
446109,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,182,R,0,R,182,R,0,R,0,R,148,R,81,Z,0,R,182,Z,0,Z,0,R,148,R,81
446118,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,432,R,0,R,432,R,377,R,87,R,429,R,99,Z,0,R,432,Z,0,Z,0,R,429,R,99
446127,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,31,R,0,R,31,R,27,R,87,R,27,R,87,Z,0,R,31,Z,0,Z,0,R,27,R,87
446145,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2,R,0,R,2,R,0,R,0,R,0,R,0,Z,0,R,2,Z,0,Z,0,R,0,R,0
446163,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,52,R,0,R,52,R,2,R,4,R,7,R,13,Z,0,R,52,Z,0,Z,0,R,7,R,13
446190,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,21,R,0,R,21,R,10,R,48,R,15,R,71,Z,0,R,21,Z,0,Z,0,R,15,R,71
446206,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,22,R,0,R,22,R,0,R,0,R,17,R,77,Z,0,R,22,Z,0,Z,0,R,17,R,77
446215,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,4,R,0,R,4,R,3,R,75,R,3,R,75,Z,0,R,4,Z,0,Z,0,R,3,R,75
446233,R,18,R,3,R,15,R,5,R,33,R,5,R,33,Z,0,R,15,Z,0,Z,0,R,5,R,33,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446242,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,67,R,0,R,67,R,22,R,33,R,38,R,57,Z,0,R,67,Z,0,Z,0,R,38,R,57
446251,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,21,R,0,R,21,R,3,R,14,R,4,R,19,R,0,R,21,R,0,R,0,R,4,R,19
446260,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,92,R,0,R,92,R,54,R,59,R,79,R,86,Z,0,R,92,Z,0,Z,0,R,79,R,86
446288,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,54,R,0,R,54,R,0,R,0,R,37,R,69,Z,0,R,54,Z,0,Z,0,R,37,R,69
446303,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,25,R,0,R,25,R,17,R,68,R,17,R,68,R,0,R,25,R,0,R,0,R,17,R,68
446349,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,29,R,0,R,29,R,0,R,0,R,15,R,52,Z,0,R,29,Z,0,Z,0,R,15,R,52
446394,R,1,R,0,R,1,Z,0,R,0,Z,0,R,0,R,0,R,1,R,1,R,0,R,1,R,100,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446400,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,349,R,0,R,349,R,213,R,61,R,213,R,61,Z,0,R,349,Z,0,Z,0,R,213,R,61
446446,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20,R,0,R,20,R,14,R,70,R,14,R,70,Z,0,R,20,Z,0,Z,0,R,14,R,70
446455,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,56,R,0,R,56,R,51,R,91,R,52,R,93,Z,0,R,56,Z,0,Z,0,R,52,R,93
446464,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,41,R,0,R,41,R,22,R,54,R,25,R,61,Z,0,R,41,Z,0,Z,0,R,25,R,61
446516,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,27,R,0,R,27,R,16,R,59,R,17,R,63,Z,0,R,27,Z,0,Z,0,R,17,R,63
446525,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,76,R,0,R,76,R,53,R,70,R,53,R,70,Z,0,R,76,Z,0,Z,0,R,53,R,70
446534,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,81,R,0,R,81,R,13,R,16,R,44,R,54,Z,0,R,81,Z,0,Z,0,R,44,R,54
446543,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,31,R,0,R,31,R,21,R,68,R,21,R,68,R,0,R,31,R,10,R,0,R,31,R,100
446552,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1033,R,0,R,1033,R,321,R,31,R,530,R,51,Z,0,R,1033,Z,0,Z,0,R,530,R,51
446570,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,18,R,0,R,18,R,0,R,0,R,15,R,83,R,0,R,18,R,2,R,0,R,17,R,94
446589,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,99,R,0,R,99,R,87,R,88,R,87,R,88,Z,0,R,99,Z,0,Z,0,R,87,R,88
446598,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,23,R,0,R,23,R,22,R,96,R,22,R,96,Z,0,R,23,Z,0,Z,0,R,22,R,96
446604,R,285,R,0,R,285,Z,0,R,0,R,157,R,55,R,0,R,285,R,2,R,0,R,159,R,56,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446613,R,5,R,0,R,5,Z,0,R,0,R,2,R,40,Z,0,R,5,Z,0,Z,0,R,2,R,40,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446640,R,28,R,0,R,28,R,3,R,11,R,5,R,18,Z,0,R,28,Z,0,Z,0,R,5,R,18,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446677,R,50,R,0,R,50,R,19,R,38,R,19,R,38,Z,0,R,50,Z,0,Z,0,R,19,R,38,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446729,R,3,R,0,R,3,Z,0,R,0,R,1,R,33,R,0,R,3,R,0,R,0,R,1,R,33,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446774,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,269,R,0,R,269,R,10,R,4,R,36,R,13,R,0,R,269,R,21,R,17,R,57,R,21
446792,R,44,R,0,R,44,R,13,R,30,R,16,R,36,Z,0,R,44,Z,0,Z,0,R,16,R,36,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446808,R,43,R,0,R,43,R,13,R,30,R,14,R,33,Z,0,R,43,Z,0,Z,0,R,14,R,33,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446817,R,11,R,0,R,11,Z,0,R,0,R,6,R,55,Z,0,R,11,Z,0,Z,0,R,6,R,55,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446835,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,586,R,0,R,586,R,228,R,39,R,420,R,72,R,0,R,586,R,9,R,2,R,429,R,73
446844,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,431,R,0,R,431,R,141,R,33,R,256,R,59,R,0,R,431,R,6,R,2,R,262,R,61
446880,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,24,R,0,R,24,R,1,R,4,R,10,R,42,Z,0,R,24,Z,0,Z,0,R,10,R,42
446899,R,26,R,3,R,23,R,8,R,35,R,11,R,48,Z,0,R,23,Z,0,Z,0,R,11,R,48,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446905,R,12,R,2,R,10,R,1,R,10,R,1,R,10,R,0,R,10,R,0,Z,0,R,1,R,10,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446914,R,22,R,1,R,21,R,2,R,10,R,2,R,10,R,0,R,21,R,0,Z,0,R,2,R,10,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
446996,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,69,R,0,R,69,R,0,R,0,R,41,R,59,Z,0,R,69,Z,0,Z,0,R,41,R,59
447014,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,169,R,0,R,169,R,94,R,56,R,94,R,56,Z,0,R,169,Z,0,Z,0,R,94,R,56
447023,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,521,R,0,R,521,R,0,R,0,R,402,R,77,Z,0,R,521,Z,0,Z,0,R,402,R,77
447069,R,16,R,0,R,16,R,2,R,13,R,2,R,13,Z,0,R,16,Z,0,Z,0,R,2,R,13,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
447102,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,499,R,3,R,496,Z,0,R,0,R,376,R,76,R,0,R,496,R,1,R,0,R,377,R,76
447120,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,299,R,1,R,298,Z,0,R,0,R,227,R,76,R,0,R,298,R,0,R,0,R,227,R,76
447148,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,114,R,0,R,114,R,2,R,2,R,68,R,60,Z,0,R,114,Z,0,Z,0,R,68,R,60
447166,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,35,R,0,R,35,R,9,R,26,R,23,R,66,Z,0,R,35,Z,0,Z,0,R,23,R,66
447175,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,45,R,0,R,45,R,8,R,18,R,20,R,44,Z,0,R,45,Z,0,Z,0,R,20,R,44
447209,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,712,R,0,R,712,R,349,R,49,R,404,R,57,R,0,R,712,R,2,R,0,R,406,R,57
447218,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,596,R,0,R,596,R,382,R,64,R,431,R,72,Z,0,R,596,Z,0,Z,0,R,431,R,72
447227,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,668,R,0,R,668,R,288,R,43,R,344,R,51,R,0,R,668,R,3,R,0,R,347,R,52
447236,R,4,R,0,R,4,R,2,R,50,R,2,R,50,Z,0,R,4,Z,0,Z,0,R,2,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
447245,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,576,R,0,R,576,R,279,R,48,R,348,R,60,Z,0,R,576,Z,0,Z,0,R,348,R,60
447254,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,17,R,0,R,17,R,0,R,0,R,10,R,59,Z,0,R,17,Z,0,Z,0,R,10,R,59
447315,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,45,R,0,R,45,R,11,R,24,R,25,R,56,Z,0,R,45,Z,0,Z,0,R,25,R,56
447324,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,86,R,0,R,86,R,24,R,28,R,39,R,45,Z,0,R,86,Z,0,Z,0,R,39,R,45
447333,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,83,R,0,R,83,R,6,R,7,R,23,R,28,Z,0,R,83,Z,0,Z,0,R,23,R,28
447342,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,62,R,0,R,62,R,17,R,27,R,30,R,48,Z,0,R,62,R,2,R,1,R,32,R,52
447379,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,118,R,0,R,118,R,81,R,69,R,81,R,69,R,0,R,118,R,20,R,10,R,101,R,86
447403,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,671,R,1,R,670,R,120,R,18,R,367,R,55,R,0,R,670,R,9,R,0,R,376,R,56
447430,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,17,R,0,R,17,R,15,R,88,R,15,R,88,Z,0,R,17,Z,0,Z,0,R,15,R,88
447449,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,55,R,0,R,55,R,37,R,67,R,38,R,69,Z,0,R,55,Z,0,Z,0,R,38,R,69
447458,R,187,R,0,R,187,R,16,R,9,R,96,R,51,Z,0,R,187,Z,0,Z,0,R,96,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
447467,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,146,R,0,R,146,R,62,R,42,R,92,R,63,Z,0,R,146,Z,0,Z,0,R,92,R,63
447494,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,304,R,1,R,303,R,142,R,47,R,176,R,58,Z,0,R,303,Z,0,Z,0,R,176,R,58
447519,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,300,R,1,R,299,R,165,R,55,R,196,R,66,Z,0,R,299,Z,0,Z,0,R,196,R,66
447528,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,98,R,0,R,98,R,72,R,73,R,72,R,73,Z,0,R,98,Z,0,Z,0,R,72,R,73
447582,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,473,R,2,R,471,R,10,R,2,R,48,R,10,R,0,R,471,R,47,R,0,R,95,R,20
447591,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,176,R,1,R,175,R,101,R,58,R,122,R,70,Z,0,R,175,Z,0,Z,0,R,122,R,70
447625,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,64,R,0,R,64,R,37,R,58,R,42,R,66,Z,0,R,64,Z,0,Z,0,R,42,R,66
447634,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,304,R,2,R,302,Z,0,R,0,R,234,R,77,R,0,R,302,R,0,R,0,R,234,R,77
447670,R,10,R,0,R,10,R,5,R,50,R,5,R,50,Z,0,R,10,Z,0,Z,0,R,5,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
447704,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,62,R,0,R,62,R,0,R,0,R,54,R,87,Z,0,R,62,Z,0,Z,0,R,54,R,87
447722,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,85,R,0,R,85,R,56,R,66,R,68,R,80,R,0,R,85,R,10,R,0,R,78,R,92
447731,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,68,R,0,R,68,R,2,R,3,R,52,R,76,Z,0,R,68,R,1,Z,0,R,53,R,78
447759,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,205,R,0,R,205,R,32,R,16,R,147,R,72,R,0,R,205,R,9,R,0,R,156,R,76
447768,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1622,R,0,R,1622,R,183,R,11,R,1031,R,64,R,0,R,1622,R,83,R,13,R,1114,R,69
447777,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,208,R,0,R,208,R,162,R,78,R,162,R,78,Z,0,R,208,Z,0,Z,0,R,162,R,78
447795,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,36,R,0,R,36,R,34,R,94,R,35,R,97,Z,0,R,36,Z,0,Z,0,R,35,R,97
447810,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,127,R,0,R,127,R,69,R,54,R,101,R,80,Z,0,R,127,Z,0,Z,0,R,101,R,80
447847,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,37,R,0,R,37,R,24,R,65,R,24,R,65,Z,0,R,37,Z,0,Z,0,R,24,R,65
447856,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,384,R,0,R,384,R,296,R,77,R,296,R,77,Z,0,R,384,Z,0,Z,0,R,296,R,77
447865,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,27,R,0,R,27,R,0,R,0,R,21,R,78,Z,0,R,27,Z,0,Z,0,R,21,R,78
447874,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,225,R,0,R,225,R,215,R,96,R,215,R,96,Z,0,R,225,Z,0,Z,0,R,215,R,96
447883,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,155,R,0,R,155,R,16,R,10,R,64,R,41,Z,0,R,155,Z,0,Z,0,R,64,R,41
447892,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,103,R,0,R,103,R,12,R,12,R,61,R,59,R,0,R,103,R,8,R,3,R,69,R,67
447908,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,21,R,0,R,21,R,6,R,29,R,15,R,71,Z,0,R,21,Z,0,Z,0,R,15,R,71
447917,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,31,R,0,R,31,R,15,R,48,R,20,R,65,Z,0,R,31,Z,0,Z,0,R,20,R,65
447935,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,72,R,0,R,72,R,46,R,64,R,48,R,67,Z,0,R,72,Z,0,Z,0,R,48,R,67
447962,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,91,R,0,R,91,R,47,R,52,R,58,R,64,Z,0,R,91,R,2,Z,0,R,60,R,66
447971,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,92,R,2,R,90,R,38,R,42,R,83,R,92,Z,0,R,90,Z,0,Z,0,R,83,R,92
447980,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,62,R,0,R,62,R,34,R,55,R,58,R,94,Z,0,R,62,Z,0,Z,0,R,58,R,94
447999,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,22,R,0,R,22,R,18,R,82,R,18,R,82,Z,0,R,22,Z,0,Z,0,R,18,R,82
448008,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,19,R,0,R,19,R,15,R,79,R,15,R,79,Z,0,R,19,Z,0,Z,0,R,15,R,79
448017,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,17,R,0,R,17,R,16,R,94,R,16,R,94,Z,0,R,17,Z,0,Z,0,R,16,R,94
448026,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,45,R,0,R,45,R,32,R,71,R,36,R,80,Z,0,R,45,Z,0,Z,0,R,36,R,80
448035,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,19,R,0,R,19,R,3,R,16,R,9,R,47,Z,0,R,19,Z,0,Z,0,R,9,R,47
448044,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,18,R,0,R,18,R,3,R,17,R,13,R,72,Z,0,R,18,Z,0,Z,0,R,13,R,72
448071,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,102,R,0,R,102,R,14,R,14,R,81,R,79,Z,0,R,102,Z,0,Z,0,R,81,R,79
448105,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,78,R,0,R,78,R,46,R,59,R,58,R,74,Z,0,R,78,Z,0,Z,0,R,58,R,74
