"UNITID","privateprofit_total_salary_wage","private_nonprofit_total_salary_wage","public_total_salary_wage"
"216418","5295960",NULL,NULL
"216427","692073",NULL,NULL
"216436","1541575",NULL,NULL
"216445","1336910",NULL,NULL
"216454","1219364",NULL,NULL
"216579","597340",NULL,NULL
"216746","643846",NULL,NULL
"216782","3694726",NULL,NULL
"217077","7484309",NULL,NULL
"217086","1010639",NULL,NULL
"217095","533781",NULL,NULL
"217323","2008787",NULL,NULL
"217350","17637",NULL,NULL
"217581","430785",NULL,NULL
"217749","25620114",NULL,NULL
"217794","597928",NULL,NULL
"217828","115243",NULL,NULL
"218043","778353",NULL,NULL
"218159","525863",NULL,NULL
"218195","491557",NULL,NULL
"218867","129467",NULL,NULL
"219037","531267",NULL,NULL
"219125","387239",NULL,NULL
"219204","10242529",NULL,NULL
"219213","2104672",NULL,NULL
"219453","697809",NULL,NULL
"219587","279421",NULL,NULL
"219903","6845000",NULL,NULL
"220002","1331215",NULL,NULL
"220118","1532806",NULL,NULL
"220163","216339",NULL,NULL
"220491","981113",NULL,NULL
"220552","13241742",NULL,NULL
"220570","175930",NULL,NULL
"220765","1350000",NULL,NULL
"221148","7240069",NULL,NULL
"221157","1313895",NULL,NULL
"221290","480849",NULL,NULL
"221795","3850288",NULL,NULL
"221829","749820",NULL,NULL
"221980","41000",NULL,NULL
"222026","105000",NULL,NULL
"222099","1218833",NULL,NULL
"222886","1114733",NULL,NULL
"222938","11467269",NULL,NULL
"223056","181051",NULL,NULL
"223083","3070258",NULL,NULL
"223472","1178194",NULL,NULL
"223852","720950",NULL,NULL
"224013","120815",NULL,NULL
"224156","3838743",NULL,NULL
"224183","783328",NULL,NULL
"224439","19384436",NULL,NULL
"224660","2575841",NULL,NULL
"224679","4263122",NULL,NULL
"224758","179656",NULL,NULL
"224776","8811390",NULL,NULL
"224828","731163",NULL,NULL
"225779","823101",NULL,NULL
"225849","2752356",NULL,NULL
"225858","2324786",NULL,NULL
"225991","2449154",NULL,NULL
"226125","469170",NULL,NULL
"226277","4062192",NULL,NULL
"226374","116297",NULL,NULL
"226772","226197",NULL,NULL
"226860","118422",NULL,NULL
"226879","1618565",NULL,NULL
"226903","1775130",NULL,NULL
"227003","2265221",NULL,NULL
"227058","302884",NULL,NULL
"227155","52891",NULL,NULL
"227298","1360458",NULL,NULL
"227313","484218",NULL,NULL
"227322","518275",NULL,NULL
"227748","1526953",NULL,NULL
"227836","2088646",NULL,NULL
"228088","123730",NULL,NULL
"228185","83083",NULL,NULL
"228200","1525281",NULL,NULL
"228219","1880787",NULL,NULL
"228282","1690380",NULL,NULL
"229036","1957750",NULL,NULL
"229151","311354",NULL,NULL
"229416","13372000",NULL,NULL
"229425","1835629",NULL,NULL
"229522","138608",NULL,NULL
"229656","434475",NULL,NULL
"229957","9622771",NULL,NULL
"230056","4566938",NULL,NULL
"230065","802615",NULL,NULL
"230135","320000",NULL,NULL
"230144","310000",NULL,NULL
"230199","105137",NULL,NULL
"230205","65227",NULL,NULL
"230214","1208835",NULL,NULL
"230366","1808330",NULL,NULL
"230384","2020474",NULL,NULL
"230472","2658666",NULL,NULL
"230977","5173519",NULL,NULL
"231004","4271555",NULL,NULL
"231280","377496",NULL,NULL
"231411","5024370",NULL,NULL
"231721","354848",NULL,NULL
"231785","3233962",NULL,NULL
"231828","4281248",NULL,NULL
"232016","5433841",NULL,NULL
"232502","1693210",NULL,NULL
"232724","678491",NULL,NULL
"232797","8636734",NULL,NULL
"232919","1611020",NULL,NULL
"233082","2079608",NULL,NULL
"233091","1544896",NULL,NULL
"233286","408665",NULL,NULL
"233329","2490753",NULL,NULL
"233657","160756",NULL,NULL
"233666","369811",NULL,NULL
"233684","19134906",NULL,NULL
"234119","284623",NULL,NULL
"234191","839575",NULL,NULL
"234216","3314833",NULL,NULL
"234401","295194",NULL,NULL
"234492","9852747",NULL,NULL
"234650","685853",NULL,NULL
"234739","1609438",NULL,NULL
"234784","1984869",NULL,NULL
"234924","455924",NULL,NULL
"235088","2341977",NULL,NULL
"235158","592107",NULL,NULL
"235307","767324",NULL,NULL
"235352","700000",NULL,NULL
"235495","561779",NULL,NULL
"235501","3179861",NULL,NULL
"235510","2107683",NULL,NULL
"235529","1593751",NULL,NULL
"235583","6609592",NULL,NULL
"235954","303843",NULL,NULL
"236018","1074537",NULL,NULL
"236027","727387",NULL,NULL
"236531","1205125",NULL,NULL
"236744","772271",NULL,NULL
"236993","1728086",NULL,NULL
"237127","60584",NULL,NULL
"237303","309896",NULL,NULL
"237321","473939",NULL,NULL
"237437","2558641",NULL,NULL
"237552","1581231",NULL,NULL
"237570","436575",NULL,NULL
"237598","786575",NULL,NULL
"237604","1434701",NULL,NULL
"237783","5665658",NULL,NULL
"237978","586104",NULL,NULL
"237987","1343834",NULL,NULL
"237996","2062410",NULL,NULL
"238005","484045",NULL,NULL
"238166","509096",NULL,NULL
"238175","4454670",NULL,NULL
"238786","858405",NULL,NULL
"238810","352317",NULL,NULL
"238892","2475397",NULL,NULL
"239132","338247",NULL,NULL
"239877","379826",NULL,NULL
"239929","3281824",NULL,NULL
"240240","258485",NULL,NULL
"240392","16733813",NULL,NULL
"240709","1040760",NULL,NULL
"240718","9943110",NULL,NULL
"240879","905999",NULL,NULL
"240985","1052269",NULL,NULL
"241146","3820086",NULL,NULL
"241182","1770800",NULL,NULL
"241304","3996806",NULL,NULL
"241517","5513446",NULL,NULL
"241906","788617",NULL,NULL
"242112","8483065",NULL,NULL
"242316","1031431",NULL,NULL
"242413","1017085",NULL,NULL
"242422","30381339",NULL,NULL
"242750","318511",NULL,NULL
"242820","2620892",NULL,NULL
"242884","12647827",NULL,NULL
"242945","1229973",NULL,NULL
"242954","447938",NULL,NULL
"242972","24981784",NULL,NULL
"243072","7179903",NULL,NULL
"243841","6621949",NULL,NULL
"244011","3153431",NULL,NULL
"244154","1253636",NULL,NULL
"244279","661888",NULL,NULL
"244491","936498",NULL,NULL
"244561","2345871",NULL,NULL
"244613","2091442",NULL,NULL
"245281","111784",NULL,NULL
"245290","120000",NULL,NULL
"245342","4980775",NULL,NULL
"245421","375445",NULL,NULL
"245430","633866",NULL,NULL
"245962","2688840",NULL,NULL
"245980","9250",NULL,NULL
"246035","2267638",NULL,NULL
"246202","1882789",NULL,NULL
"246266","2509247",NULL,NULL
"246406","121492",NULL,NULL
"246415","177244",NULL,NULL
"246594","243650",NULL,NULL
"246974","3519572",NULL,NULL
"247010","250474",NULL,NULL
"247047","440775",NULL,NULL
"247065","6652415",NULL,NULL
"247409","752571",NULL,NULL
"247700","1962891",NULL,NULL
"248165","62362",NULL,NULL
"248192","60637",NULL,NULL
"248305","462260",NULL,NULL
"248314","145078",NULL,NULL
"248527","299430",NULL,NULL
"248660","1033466",NULL,NULL
"248703","422302",NULL,NULL
"248882","1012956",NULL,NULL
"248934","61678819",NULL,NULL
"249140","2032657",NULL,NULL
"249238","2946890",NULL,NULL
"249566","1369142",NULL,NULL
"249609","1156818",NULL,NULL
"250027","1636073",NULL,NULL
"250072","419960",NULL,NULL
"250285","2136421",NULL,NULL
"250498","699709",NULL,NULL
"250601","4102681",NULL,NULL
"250902","281840",NULL,NULL
"251075","1757571",NULL,NULL
"251251","2078772",NULL,NULL
"251312","7852582",NULL,NULL
"260293","12821163",NULL,NULL
"260354","795014",NULL,NULL
"260664","937760",NULL,NULL
"260691","5180487",NULL,NULL
"260789","10392623",NULL,NULL
"260813","2309231",NULL,NULL
"260901","198088478",NULL,NULL
"260910","2226425",NULL,NULL
"260929","550631",NULL,NULL
"260965","306165",NULL,NULL
"260974","1618667",NULL,NULL
"261436","10141225",NULL,NULL
"261472","2501147",NULL,NULL
"261676","645443",NULL,NULL
"261685","635567",NULL,NULL
"261719","609632",NULL,NULL
"261931","1662129",NULL,NULL
"262235","517987",NULL,NULL
"262299","334083",NULL,NULL
"262332","4916897",NULL,NULL
"262341","5910545",NULL,NULL
"262369","623013",NULL,NULL
"262402","1383435",NULL,NULL
"262509","2389231",NULL,NULL
"262660","367229",NULL,NULL
"362700","1103837",NULL,NULL
"362782","11062",NULL,NULL
"363013","412603",NULL,NULL
"363077","610418",NULL,NULL
"363147","895075",NULL,NULL
"363387","6748548",NULL,NULL
"363439","1687056",NULL,NULL
"363590","2135997",NULL,NULL
"363679","499399",NULL,NULL
"363882","455268",NULL,NULL
"363934","6827832",NULL,NULL
"364168","4164181",NULL,NULL
"364326","2635427",NULL,NULL
"364335","3370604",NULL,NULL
"364584","433477",NULL,NULL
"364760","324780",NULL,NULL
"364812","232225",NULL,NULL
"364955","2669594",NULL,NULL
"364973","3187673",NULL,NULL
"365055","9371135",NULL,NULL
"365073","280878",NULL,NULL
"365091","1541072",NULL,NULL
"365125","676864",NULL,NULL
"365204","16690824",NULL,NULL
"365569","82333",NULL,NULL
"365693","1242760",NULL,NULL
"365824","641760",NULL,NULL
"365833","608177",NULL,NULL
"366155","135268",NULL,NULL
"366191","10312000",NULL,NULL
"366270","3136198",NULL,NULL
"366289","9789106",NULL,NULL
"366438","555519",NULL,NULL
"366544","1906541",NULL,NULL
"366553","8531793",NULL,NULL
"366580","2031740",NULL,NULL
"366605","1816700",NULL,NULL
"366650","1995179",NULL,NULL
"366678","2282742",NULL,NULL
"366696","3018767",NULL,NULL
"366748","4492516",NULL,NULL
"366960","3504642",NULL,NULL
"367024","3556117",NULL,NULL
"367051","367903",NULL,NULL
"367088","232988",NULL,NULL
"367097","804867",NULL,NULL
"367103","186617",NULL,NULL
"367112","1809839",NULL,NULL
"367130","463488",NULL,NULL
"367158","469173",NULL,NULL
"367194","7830099",NULL,NULL
"367334","1191882",NULL,NULL
"367361","1414554",NULL,NULL
"367398","1380684",NULL,NULL
"367431","139720",NULL,NULL
"367662","96629",NULL,NULL
"367909","2412074",NULL,NULL
"367936","8492704",NULL,NULL
"367954","14728000",NULL,NULL
"367981","198567",NULL,NULL
"368036","201275",NULL,NULL
"368230","594551",NULL,NULL
"368443","2219263",NULL,NULL
"368452","1490298",NULL,NULL
"368540","113994",NULL,NULL
"368601","3751215",NULL,NULL
"368629","3676912",NULL,NULL
"368805","2256271",NULL,NULL
"368832","36000",NULL,NULL
"369084","3122186",NULL,NULL
"369400","18575000",NULL,NULL
"369446","176713",NULL,NULL
"369455","579015",NULL,NULL
"369516","1936749",NULL,NULL
"369686","650295",NULL,NULL
"369695","285355",NULL,NULL
"369783","2946449",NULL,NULL
"369862","1203920",NULL,NULL
"369905","3110490",NULL,NULL
"369950","746798",NULL,NULL
"371034","43896",NULL,NULL
"371052","1334418",NULL,NULL
"371140","210296",NULL,NULL
"371265","3340538",NULL,NULL
"371760","7463582",NULL,NULL
"371779","7071058",NULL,NULL
"371830","22000",NULL,NULL
"371928","1504172",NULL,NULL
"371964","787654",NULL,NULL
"371982","3103098",NULL,NULL
"372000","212000",NULL,NULL
"372028","1006667",NULL,NULL
"372037","4314143",NULL,NULL
"372073","3009667",NULL,NULL
"372240","146819",NULL,NULL
"372329","5918000",NULL,NULL
"372356","564015",NULL,NULL
"372462","529800",NULL,NULL
"372578","2028738",NULL,NULL
"372718","776248",NULL,NULL
"372772","1457411",NULL,NULL
"372921","3658998",NULL,NULL
"373058","1712393",NULL,NULL
"373085","1753219",NULL,NULL
"373456","17694",NULL,NULL
"373526","1754870",NULL,NULL
"373605","820200",NULL,NULL
"373678","1017823",NULL,NULL
"373696","435915",NULL,NULL
"373784","4550872",NULL,NULL
"373890","1942063",NULL,NULL
"374316","270408",NULL,NULL
"374343","432000",NULL,NULL
"374440","72932",NULL,NULL
"374574","3050734",NULL,NULL
"374875","5650442",NULL,NULL
"374927","291234",NULL,NULL
"374972","2205849",NULL,NULL
"375489","2736909",NULL,NULL
"375540","337426",NULL,NULL
"375647","277518",NULL,NULL
"375841","2783721",NULL,NULL
"375939","1332526",NULL,NULL
"375984","1138248",NULL,NULL
"376242","489838",NULL,NULL
"376288","312896",NULL,NULL
"376321","3953340",NULL,NULL
"376330","1537342",NULL,NULL
"376446","419912",NULL,NULL
"376631","70831",NULL,NULL
"376668","443560",NULL,NULL
"376677","318842",NULL,NULL
"376987","399631",NULL,NULL
"377069","2517411",NULL,NULL
"377193","201612",NULL,NULL
"377218","765474",NULL,NULL
"377272","478147",NULL,NULL
"377281","769861",NULL,NULL
"377315","1333471",NULL,NULL
"377342","1419865",NULL,NULL
"377449","1748883",NULL,NULL
"377458","2135657",NULL,NULL
"377546","1018426",NULL,NULL
"377652","1289627",NULL,NULL
"377661","465921",NULL,NULL
"377670","384466",NULL,NULL
"377722","4183665",NULL,NULL
"377759","153000",NULL,NULL
"378105","1062782",NULL,NULL
"378406","2099755",NULL,NULL
"378576","4186311",NULL,NULL
"378886","523940",NULL,NULL
"378956","7444289",NULL,NULL
"379029","2082626",NULL,NULL
"379135","293796",NULL,NULL
"379746","177935",NULL,NULL
"379782","2138077",NULL,NULL
"380067","1770911",NULL,NULL
"380401","395012",NULL,NULL
"380438","2861955",NULL,NULL
"380456","751738",NULL,NULL
"380465","7278246",NULL,NULL
"380474","11084661",NULL,NULL
"381352","971539",NULL,NULL
"381361","323142",NULL,NULL
"381370","1066179",NULL,NULL
"381404","440567",NULL,NULL
"381486","138923",NULL,NULL
"381635","375716",NULL,NULL
"381732","827023",NULL,NULL
"381750","302219",NULL,NULL
"381787","2032267",NULL,NULL
"381866","241312",NULL,NULL
"381909","3711321",NULL,NULL
"382063","5403988",NULL,NULL
"382267","393958",NULL,NULL
"382276","6405737",NULL,NULL
"382461","209443",NULL,NULL
"382504","2915108",NULL,NULL
"382771","1623001",NULL,NULL
"382780","683713",NULL,NULL
"382896","1599124",NULL,NULL
"382902","405675",NULL,NULL
"382957","2941522",NULL,NULL
"383020","1302741",NULL,NULL
"383163","1047990",NULL,NULL
"383251","490965",NULL,NULL
"383279","941480",NULL,NULL
"383297","366523",NULL,NULL
"383464","642765",NULL,NULL
"383765","381766",NULL,NULL
"383899","4232284",NULL,NULL
"384412","12385883",NULL,NULL
"385008","3069367",NULL,NULL
"385132","465110",NULL,NULL
"385503","2676299",NULL,NULL
"385549","464655",NULL,NULL
"386472","2924389",NULL,NULL
"387819","103959",NULL,NULL
"387925","5931860",NULL,NULL
"388043","2675551",NULL,NULL
"388663","475738",NULL,NULL
"389727","2406250",NULL,NULL
"390701","74624420",NULL,NULL
"391005","493000",NULL,NULL
"391546","804858",NULL,NULL
"391759","102195",NULL,NULL
"392257","4647646",NULL,NULL
"392415","2900523",NULL,NULL
"392798","150000",NULL,NULL
"393524","336936",NULL,NULL
"393649","5874313",NULL,NULL
"393861","167435",NULL,NULL
"393977","274911",NULL,NULL
"395690","2580155",NULL,NULL
"397270","642807",NULL,NULL
"397942","3562944",NULL,NULL
"398130","3519247",NULL,NULL
"398574","7241138",NULL,NULL
"399869","2908527",NULL,NULL
"400080","5000000",NULL,NULL
"400187","1847704",NULL,NULL
"401339","790386",NULL,NULL
"401481","282137",NULL,NULL
"401764","413771",NULL,NULL
"402563","888579",NULL,NULL
"402615","2567009",NULL,NULL
"402800","724372",NULL,NULL
"403399","604605",NULL,NULL
"403414","25351",NULL,NULL
"404037","145000",NULL,NULL
"404338","1988043",NULL,NULL
"404365","1387063",NULL,NULL
"404374","1224982",NULL,NULL
"404383","2659315",NULL,NULL
"404499","4234539",NULL,NULL
"404505","2609135",NULL,NULL
"404514","3462301",NULL,NULL
"404684","1367470",NULL,NULL
"404806","936835",NULL,NULL
"404912","3748965",NULL,NULL
"404994","31457466",NULL,NULL
"405012","322140",NULL,NULL
"405021","204804",NULL,NULL
"405076","1449044",NULL,NULL
"405997","9432721",NULL,NULL
"406149","607121",NULL,NULL
"406194","1888682",NULL,NULL
"406219","1392242",NULL,NULL
"406413","449482",NULL,NULL
"406486","361003",NULL,NULL
"406495","884775",NULL,NULL
"407063","2845433",NULL,NULL
"407090","1325313",NULL,NULL
"407142","738172",NULL,NULL
"407151","405392",NULL,NULL
"407179","498642",NULL,NULL
"407319","2479910",NULL,NULL
"407328","879172",NULL,NULL
"407355","1397592",NULL,NULL
"407391","476650",NULL,NULL
"407407","597919",NULL,NULL
"407425","491800",NULL,NULL
"407434","504628",NULL,NULL
"407470","533793",NULL,NULL
"407568","675098",NULL,NULL
"407726","281575",NULL,NULL
"407735","304998",NULL,NULL
"408039","3322097",NULL,NULL
"408066","541512",NULL,NULL
"408163","527165",NULL,NULL
"408312","394566",NULL,NULL
"408385","1514990",NULL,NULL
"408729","680333",NULL,NULL
"408844","15771565",NULL,NULL
"408862","2141135",NULL,NULL
"409032","1835977",NULL,NULL
"409069","2881136",NULL,NULL
"409193","1643359",NULL,NULL
"409670","3031065",NULL,NULL
"409838","1075057",NULL,NULL
"409874","5015232",NULL,NULL
"410070","3029725",NULL,NULL
"410256","523560",NULL,NULL
"410283","4148136",NULL,NULL
"410496","1837438",NULL,NULL
"410502","10238895",NULL,NULL
"410520","4601819",NULL,NULL
"410788","3900181",NULL,NULL
"410797","606260",NULL,NULL
"410964","216268",NULL,NULL
"411684","921825",NULL,NULL
"412003","205858",NULL,NULL
"412544","190870",NULL,NULL
"412650","339142",NULL,NULL
"413343","166072",NULL,NULL
"413413","153390000",NULL,NULL
"413680","2110232",NULL,NULL
"413820","91490",NULL,NULL
"413839","1759629",NULL,NULL
"413848","1925970",NULL,NULL
"413857","2698983",NULL,NULL
"413866","1541407",NULL,NULL
"413884","2333374",NULL,NULL
"413945","528096",NULL,NULL
"413972","364895",NULL,NULL
"414054","251044",NULL,NULL
"414063","1088976",NULL,NULL
"414124","1998324",NULL,NULL
"414452","352310",NULL,NULL
"414461","8133817",NULL,NULL
"414489","267685",NULL,NULL
"414531","1800143",NULL,NULL
"414540","1582094",NULL,NULL
"414559","114142",NULL,NULL
"414568","2833414",NULL,NULL
"414586","2675903",NULL,NULL
"414595","5069391",NULL,NULL
"414841","1473407",NULL,NULL
"414869","693485",NULL,NULL
"415039","319697",NULL,NULL
"415057","814780",NULL,NULL
"415729","12593",NULL,NULL
"415774","5844249",NULL,NULL
"415987","3218024",NULL,NULL
"416458","3797099",NULL,NULL
"416670","405645",NULL,NULL
"417008","492182",NULL,NULL
"417062","218736",NULL,NULL
"417132","2856801",NULL,NULL
"417318","6148298",NULL,NULL
"417381","481502",NULL,NULL
"417406","334914",NULL,NULL
"417503","1815832",NULL,NULL
"417549","1086392",NULL,NULL
"417600","307041",NULL,NULL
"417725","136093",NULL,NULL
"417789","382060",NULL,NULL
"417804","1147298",NULL,NULL
"418171","109026",NULL,NULL
"418269","296864",NULL,NULL
"418384","84972",NULL,NULL
"418658","2016340",NULL,NULL
"418755","171001",NULL,NULL
"418764","245095",NULL,NULL
"418773","6616235",NULL,NULL
"418782","518719",NULL,NULL
"418870","1224595",NULL,NULL
"418889","711431",NULL,NULL
"418913","47024",NULL,NULL
"418968","279647",NULL,NULL
"419147","214500",NULL,NULL
"419156","1073236",NULL,NULL
"419183","436000",NULL,NULL
"419217","1285000",NULL,NULL
"419235","707476",NULL,NULL
"419244","2375696",NULL,NULL
"419253","800679",NULL,NULL
"419271","67170",NULL,NULL
"419280","102690",NULL,NULL
"419314","105000",NULL,NULL
"419341","398242",NULL,NULL
"419411","1142137",NULL,NULL
"419457","5697626",NULL,NULL
"419660","4622240",NULL,NULL
"419703","1157940",NULL,NULL
"419712","591671",NULL,NULL
"419721","550763",NULL,NULL
"420006","2538140",NULL,NULL
"420024","1649174",NULL,NULL
"420042","5881444",NULL,NULL
"420194","599445",NULL,NULL
"420200","299999",NULL,NULL
"420255","72628",NULL,NULL
"420307","16657665",NULL,NULL
"420316","2955488",NULL,NULL
"420343","2575769",NULL,NULL
"420370","3189030",NULL,NULL
"420404","1781179",NULL,NULL
"420495","2676995",NULL,NULL
"420501","3282067",NULL,NULL
"420608","617895",NULL,NULL
"420866","3161479",NULL,NULL
"421513","1030845",NULL,NULL
"421586","251527",NULL,NULL
"421610","192694",NULL,NULL
"421665","81063",NULL,NULL
"421708","4145141",NULL,NULL
"421771","445154",NULL,NULL
"421832","4472136",NULL,NULL
"421841","3355044",NULL,NULL
"421896","823146",NULL,NULL
"422190","105550",NULL,NULL
"422695","2671754",NULL,NULL
"422835","1432112",NULL,NULL
"423120","1552399",NULL,NULL
"423397","150416",NULL,NULL
"423980","7359224",NULL,NULL
"425250","462959",NULL,NULL
"425889","1424372",NULL,NULL
"427025","12289178",NULL,NULL
"427335","175250",NULL,NULL
"427663","1664888",NULL,NULL
"427973","1638323",NULL,NULL
"427982","2213309",NULL,NULL
"428000","2288402",NULL,NULL
"428055","766242",NULL,NULL
"428073","68134",NULL,NULL
"428125","357306",NULL,NULL
"428143","978669",NULL,NULL
"428170","11402578",NULL,NULL
"428268","3096242",NULL,NULL
"428286","6624435",NULL,NULL
"428295","367404",NULL,NULL
"428329","578105",NULL,NULL
"428444","6457233",NULL,NULL
"429012","1506441",NULL,NULL
"429085","998049",NULL,NULL
"429094","2171275",NULL,NULL
"429100","347700",NULL,NULL
"429599","2426392",NULL,NULL
"430087","4132033",NULL,NULL
"430148","4146428",NULL,NULL
