"UNITID","ARANK","SAOUTLT","non_inst_acad_staff_salary_research_outlay","non_inst_acad_staff_salary_pubservice_outlay","non_inst_acad_staff_salary_other_outlay","admin_profstaff_salary_mgmt_outlay","admin_profstaff_salary_business_outlay","admin_profstaff_salary_compeng_outlay","admin_profstaff_salary_community_outlay","admin_profstaff_salary_technical_outlay","nonadmin_servicestaffsalary_outlay","nonadmin_servicestaffsalary_salaryoutlay","admin_profstaff_salary_ofcadmin_outlay","nonadmin_servicestaffsalary_construction_outlay","nonadmin_servicestaffsalary_production_outlay","HRTOTLT","admin_profstaff_management","admin_profstaff_business","admin_profstaff_comp","admin_profstaff_comunityservice","admin_profstaff_healthcare","admin_profstaff_ofcadmin","non_instn_acad_staff_research","non_instn_acad_staff_pub_service","non_instn_acad_staff_library","instruction_staff","non_admin_service_staff_service","non_admin_service_staff_sales","non_admin_service_staff_resource","non_admin_service_staff_prod","instructors_per_thousand_student","admin_professional_staff","admin_professionalstaff_perthousandstudent","noninstruction_academicstaff","noninstruction_academicstaff_perthousandstudent","nonadmin_trade_servicestaff","nonadmin_tradeservicestaff_perthousandstudent","all_instructors_staff","instructor_salarypermillion","adminprofessionalstaff_salarypermillion","noninstruction_academicstaff_salarypermillion","nonadmin_tradeservicestaff_salarypermillion"
"155618","7","1331518","0","0","59160","478080","151745","29450","183616","0","273772","88996","260498","0","0","151","6","3","1","5","0","8","0","0","2","29","11","3","0","0","38","23","30","2","3","14","18","39","424830","83118","18875","115744"
"155627","7","1020966","0","0","559630","2742080","2032182","281508","91088","0","348693","336649","314892","308922","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","52708",,"28891","51329"
"155636","7","52020","0","0","330325","641349","758750","0","0","0","0","0","184607","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0",,,,
"155681","7","20408252","0","0","912022","8038685","3059718","1826809","1697239","524444","1661302","0","2948994","2798212","0","1000","114","71","36","34","10","90","0","0","23","310","59","0","81","0","36","355","41","23","3","140","16","518","411197","69990","18376","89853"
"155715","7","1801930","0","0","205532","830762","280934","136546","554534","59000","294299","0","518289","42328","0","141","13","9","5","18","2","21","0","0","5","35","12","0","1","0","15","68","30","5","2","13","6","86","297633","95361","33949","55602"
"155812","7","3376130","0","0","223289","1535526","167337","281331","733232","70723","278922","137493","576563","245648","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","387530",,"25630","75995"
"155830","7","1187420","0","0","465682","422440","0","0","0","0","130754","0","35210","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","537706",,"210877","59210"
"155858","7","3193598","0","0","350851","1752603","0","288046","856808","41062","474894","0","874873","147823","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","347251",,"38149","67710"
"155900","7","2326298","50698","0","343070","2408095","442086","480783","1666497","75715","127659","35000","460664","0","0","401","35","10","11","44","2","18","1","0","8","44","2","1","0","0","14","120","37","9","3","3","1","132","220039","50744","37246","15386"
"155937","7","1728937","0","0","471252","915736","0","55000","598246","23000","175975","0","231171","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","192185",,"52383","19561"
"155973","7","1573154","0","0","213767","1188026","82000","89500","759490","0","136541","249000","298898","130892","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","296799",,"40330","97433"
"156082","7","18923269","0","0","1649564","8921226","733232","1623112","2183032","303690","1473347","159191","3628621","660910","31554","1035","123","17","34","43","4","119","0","0","38","270","59","6","23","1","33","340","42","38","5","89","11","467","389786","81003","33978","47891"
"156107","7","3332579","79637","0","1649856","1337395","1241217","516717","127613","0","359951","0","403658","0","0","457","15","25","9","3","0","10","1","0","41","66","8","0","0","0","13","62","12","42","8","8","2","112","297783","36074","154539","32163"
"156125","7","40233612","0","0","574761","21062092","6698950","17535841","5062694","748017","5837033","0","10074445","1877362","210892","2458","259","149","313","104","16","278","0","0","18","572","191","0","55","6","34","1119","66","18","1","252","15","1389","320309","86167","4576","63095"
"156134","7","1581522","0","0","297494","2787147","148343","72795","167875","0","0","576056","619786","64001","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","227522",,"42798","92080"
"156189","7","1192598","0","0","104974","1083465","0","48027","0","0","129294","0","852471","155095","0","114","21","0","2","0","0","37","0","0","4","29","7","0","6","0","46","60","95","4","6","13","21","77","288892","206506","25429","68890"
"156213","7","5275465","0","0","1210601","3188620","197982","661924","764956","80655","641542","24440","1508833","386526","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","327219",,"75089","65283"
"156222","7","3930900","0","0","357816","3400920","86052","243072","193288","0","765098","0","1742203","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","325140",,"29596","63284"
"156231","7","4563984","0","0","585297","1013939","200224","257764","889788","0","644331","0","988432","0","0","374","14","5","5","22","0","35","0","0","14","106","27","0","0","0","22","81","17","14","3","27","6","122","371185","80392","47602","52403"
"156286","7","12022920","0","0","399444","9277623","1237650","907005","1740600","0","802593","0","2220849","617577","0","737","109","20","16","29","0","60","0","0","9","164","27","0","15","0","41","234","59","9","2","42","11","285","365104","67446","12130","43127"
"156295","7","9293925","132000","0","1250662","8189531","2464805","838260","2571470","187660","1140432","0","2253611","1264111","137620",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","258942",,"38523","70828"
"156338","7","3834746","0","0","631359","1866040","0","216330","526542","0","589065","0","1000317","0","0","419","26","0","6","13","0","32","0","0","18","93","25","0","0","0","14","77","12","18","3","25","4","120","347563","90668","57223","53390"
"156356","7","2188967","0","0","412591","509866","480226","148024","438134","0","396232","294175","376082","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","383110",,"72211","120834"
"156365","7","7274802","0","0","1331856","1815985","755666","187984","1329145","241750","786248","0","1204062","150218","17680",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","400935",,"73402","52586"
"156392","7","11011478","0","0","1347210","3103960","329721","742810","1894583","40087","1108787","0","1890303","0","28440","1144","44","9","16","47","1","60","0","0","33","224","42","0","0","1","13","177","11","33","2","43","3","253","348438","61087","42630","35985"
"156408","7","8907884","0","0","947239","3459726","487815","633071","2337436","166740","1618206","0","1222225","496246","116792",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","411922",,"43803","103178"
"156417","7","259950","0","0","239373","205703","68286","38380","0","0","0","0","36464","98703","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","189014",,"174052","71768"
"156471","7","2809239","0","0","100299","4268797","113750","503100","0","0","165880","0","2299698","0","0","255","43","2","8","0","0","56","0","0","2","45","6","0","0","0",,"109",,"2",,"6",,"117","121329","99325","4332","7164"
"156541","7","7279619","0","0","182538","2571923","497198","402975","1580996","0","622965","24170","2254921","45000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","384989",,"9654","36604"
"156620","7","38491111","0","0","5675150","14535827","8074440","4459405","5401296","1259446","4518738","0","7988130","1360717","608063","3523","200","179","112","119","18","280","0","0","144","599","178","0","47","24","31","908","47","144","8","249","13","1301","291006","69919","42906","49048"
"156648","7","7030592","0","0","947960","1488303","70220","457481","1118908","0","744893","0","1592046","0","0","510","20","2","11","25","0","52","0","0","24","142","30","0","0","0","14","110","11","24","2","30","3","164","432747","97997","58349","45850"
"156727","7","5153080","0","0","683447","1286049","569198","303816","58000","0","323461","0","123427","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","559299",,"74179","35107"
"156745","7","5367116","0","0","586321","2503851","630520","408995","1504074","164952","860747","0","652094","306746","0","376","33","14","9","36","5","21","0","0","15","92","36","0","10","0","58","118","74","15","9","46","29","179","363878","55400","39751","79153"
"156790","7","5572293","0","0","862252","1209514","198916","344615","971254","0","873955","0","1052552","0","0","344","17","5","8","25","0","34","0","0","25","100","32","0","0","0","22","89","20","25","6","32","7","146","406892","76862","62962","63817"
"156851","7","2546157","0","0","411030","888082","43671","257199","431417","0","321344","0","511772","0","0","243","12","1","6","11","0","16","0","0","9","46","12","0","0","0","13","46","13","9","3","12","3","67","365432","73455","58992","46120"
"156860","7","3455215","0","0","808849","1308652","159790","146578","702647","0","299514","0","668611","0","0","280","19","4","4","18","0","21","0","0","19","67","12","0","0","0","13","66","13","19","4","12","2","97","352150","68148","82437","30526"
"156903","7","213698","0","0","212774","75978","0","0","0","0","0","0","34957","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","239941",,"238904","0"
"156921","7","14680835","0","0","1733904","2949293","1477623","828199","1765086","0","1771408","0","2658854","0","27688","1149","37","37","19","44","0","82","0","0","44","304","59","0","0","1","17","219","12","44","2","60","3","323","395055","71552","46659","48413"
"157021","7","1819704","0","0","61630","833600","0","0","0","0","0","1176565","1342133","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","263455",,"8923","170342"
"157058","7","6784096","1726925","0","899358","3568700","841705","2189536","3321355","47913","1896314","0","1811183","973699","35312","553","44","18","46","81","1","58","22","0","20","119","68","0","28","1","37","248","78","42","13","97","30","387","236319","64767","91485","101205"
"157076","7","2087224","0","0","226519","1220486","105000","157274","896119","0","0","0","241571","0","0","175","16","3","3","28","0","11","0","0","6","45","0","0","0","0","63","61","85","6","8","0","0","67","408028","47234","44282","0"
"157085","7","126816905","2572187","13845356","12053569","36756744","23689824","71671333","27172054","6919413","20568780","0","63929627","16121331","1865941","11283","342","492","1676","479","550","1957","82","519","228","1644","1079","0","419","55","54","5496","182","829","27","1553","51","7878","107842","60251","24211","32787"
"157100","7","1449513","0","0","634169","350094","193922","67000","219831","0","100217","18000","217327","141723","0","148","8","4","2","6","0","10","0","0","19","34","5","1","5","0","53","30","47","19","30","11","17","60","260890","39119","114141","46785"
"157207","7","255957","0","0","86565","456337","40923","56227","0","0","0","0","106780","0","0","40","5","1","1","0","0","3","0","0","2","4","0","0","0","0",,"10",,"2",,"0",,"12","190792","79600","64526","0"
"157216","7","6437320","0","0","1671457","2674550","150434","358455","1388221","140645","1101437","132396","885972","489986","265433",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","370431",,"96183","114470"
"157270","7","1354516","0","0","31059","414608","0","0","0","0","87484","372569","325690","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","425170",,"9749","144406"
"157289","7","87186296","0","0","2168959","46847109","12521011","15217732","24648034","2079552","11348260","0","22291640","5486200","860086","6862","694","345","730","228","865","771","0","0","70","1739","413","0","152","24","69","3633","144","70","3","589","23","4292","191500","53534","4764","38865"
"157298","7","1104460","0","0","288696","1046452","128326","133880","121951","0","217646","0","729278","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","250358",,"65441","49336"
"157304","7","5409122","0","0","1046022","1440987","123436","124925","882638","0","418631","0","968421","0","0","333","21","3","3","22","0","33","0","0","28","101","15","0","0","0","15","82","12","28","4","15","2","125","455674","81586","88119","35266"
"157331","7","4791341","0","0","776020","1353243","251827","224862","1007158","0","497192","0","1086811","0","0","516","21","6","6","25","0","38","0","0","20","96","18","0","0","0","18","96","18","20","4","18","3","134","372067","84400","60261","38609"
"157377","7","1942154","0","0","780788","1521750","306947","319521","156000","0","0","0","300413","107400","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","259699",,"104404","14361"
"157386","7","21991776","0","0","4034494","6693919","2677216","2487581","5237569","423815","2820106","85430","4353279","1680147","457446","1368","74","61","50","124","10","156","0","0","97","359","121","3","55","14","28","475","37","97","8","193","15","765","345573","75071","63397","79246"
"157401","7","29242354","75918","0","3797084","6652564","3711350","3230814","3798256","1382203","3960858","438414","5647409","2006146","663540","1632","69","73","70","85","34","207","2","0","101","446","179","21","63","23","36","538","43","103","8","286","23","927","366656","88145","48562","88634"
"157438","7","4550705","0","0","795312","2526888","387320","302407","1817927","0","602936","0","819482","0","0","592","34","8","7","42","0","23","0","0","17","89","19","0","0","0","13","114","17","17","3","19","3","150","293560","52870","51305","38895"
"157447","7","41911990","0","0","3376287","9451368","5324883","6940486","6571241","431866","4020059","153972","7332170","2369814","1139825","2056","81","103","129","148","9","212","0","0","68","594","138","4","60","32","34","682","39","68","4","234","13","984","387489","71785","31215","71038"
"157465","7","259868","0","0","372578","201708","0","0","0","0","20873","0","26693","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","171897",,"246452","13807"
"157483","7","7525910","0","0","1097665","2247981","122598","328246","1176397","0","941617","33407","1326700","0","0","613","31","3","8","29","0","44","0","0","29","140","38","1","0","0","15","115","12","29","3","39","4","183","440010","77571","64176","57006"
"157535","7","5453906","0","0","660382","2279726","533655","665110","1270332","126815","530715","27310","558505","222726","21653","305","36","12","17","35","4","28","0","0","24","86","13","1","7","1","36","132","55","24","10","22","9","178","354485","44550","42922","52153"
"157553","7","5660449","0","0","861862","1515144","199397","233323","853324","0","709550","0","1480057","0","0","385","22","5","6","21","0","49","0","0","25","109","27","0","0","0","16","103","15","25","4","27","4","155","423849","110829","64535","53130"
"157599","7","486180","0","0","60000","1333099","75000","0","0","0","0","0","1649728","40000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","79105",,"9762","6508"
"157632","7","2420110","0","0","84013","259968","108884","115907","542787","0","259968","101399","278871","0","0","200","9","3","3","24","0","12","0","0","3","53","10","5","0","0","50","51","49","3","3","15","14","69","456953","52662","15863","68232"
"157696","7","307235","0","0","76000","461251","0","0","0","0","0","0","432152","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","127786",,"31610","0"
"157711","7","8589076","0","0","1232016","1660961","289939","403053","1223996","0","1064101","0","1331454","0","0","618","21","7","9","29","0","42","0","0","31","166","34","0","0","0","17","108","11","31","3","34","3","173","423613","65671","60763","52481"
"157739","7","5004569","0","0","1421796","1934053","293587","239107","915048","0","722096","0","957764","0","0","375","28","7","6","23","0","31","0","0","33","93","26","0","0","0","13","95","13","33","5","26","4","154","346426","66303","98419","49985"
"157748","7","4152960","47022","548492","1586992","1302337","1361245","591510","642633","105003","60411","224337","1169496","0","60000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","253647",,"133299","21056"
"157757","7","7199692","0","0","487044","2224625","511498","511719","900284","171625","186637","0","992598","0","0","349","32","12","9","27","3","27","0","0","11","101","6","0","0","0","40","110","43","11","4","6","2","127","473574","76584","32036","12276"
"157766","7","1889410","0","0","36057","598540","66040","47840","0","0","43680","486727","364293","42203","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","365033",,"6966","110628"
"157793","7","9686961","0","0","277549","3517264","0","174568","0","0","662621","0","7273142","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","366114",,"10490","25043"
