UNITID,carnegie_basic,carnegie_ug_program,carnegie_grad_program,carnegie_ug_profile,carnegie_enroll_profile,carnegie_size_setting,carnegie_classification2000
147703,16,11,15,11,4,16,15
147749,10,1,-1,1,1,2,40
147767,15,8,14,12,6,17,15
147776,18,10,4,5,4,12,21
147800,5,1,-1,1,1,4,40
147819,-3,-3,-3,-3,-3,-3,-3
147828,18,13,9,10,4,14,21
147916,3,1,-1,2,1,4,40
147970,-3,-3,-3,-3,-3,-3,-3
148007,4,1,-1,1,1,3,40
148016,21,3,-1,10,2,8,31
148098,-3,-3,-3,-3,-3,-3,-3
148131,20,13,10,11,5,11,22
148140,10,1,-1,4,1,2,-3
148177,30,-2,-2,-2,2,-2,56
148256,3,1,-1,1,1,3,40
148292,2,1,-1,1,1,3,40
148335,19,2,2,9,3,12,55
148380,3,1,-1,2,1,4,40
148399,10,1,-1,1,1,1,40
148405,18,13,9,11,4,7,21
148487,18,11,12,8,5,12,21
148496,18,10,8,11,5,10,21
148511,25,-2,-2,-2,6,-2,52
148575,26,-2,-2,-2,4,-2,53
148584,18,13,11,8,5,10,21
148593,26,-2,-2,-2,2,-2,53
148627,18,13,9,11,4,13,21
148654,18,8,13,8,5,13,21
148672,2,1,-1,2,1,2,40
148724,24,-2,-2,-2,7,-2,51
148821,3,1,-1,1,1,2,40
148849,21,3,-1,9,2,7,31
148876,13,2,-1,9,2,9,40
148885,24,-2,-2,-2,7,-2,51
148937,3,1,-1,1,1,2,40
148955,-3,-3,-3,-3,-3,-3,-3
148982,32,-2,-2,-2,7,-2,51
148991,2,1,-1,2,1,2,40
149028,26,-2,-2,-2,3,-2,53
149204,-3,-3,-3,-3,-3,-3,-3
149222,16,14,14,11,4,16,15
149231,18,11,4,11,4,16,21
149240,-3,-3,-3,-3,-3,-3,-3
149310,10,1,-1,4,1,1,40
149329,24,-2,-2,-2,4,-2,51
149365,4,1,-1,1,1,3,40
149499,-3,-3,-3,-3,-3,-3,-3
149505,22,12,-1,6,2,10,32
149514,17,13,13,10,6,11,51
149532,4,1,-1,1,1,4,40
149550,-3,-3,-3,-3,-3,-3,-3
149587,-3,-3,-3,-3,-3,-3,-3
149639,30,-2,-2,-2,5,-2,56
149727,4,1,-1,1,1,4,40
149763,26,-2,-2,-2,3,-2,53
149772,18,14,12,11,4,16,21
149781,21,7,13,12,4,11,31
149842,4,1,-1,2,1,4,40
150048,9,1,-1,3,1,1,40
150066,18,13,18,10,4,11,22
150075,-3,-3,-3,-3,-3,-3,-3
150136,16,13,15,10,4,16,16
150145,22,13,11,8,3,10,32
150163,19,10,8,12,4,14,21
150172,20,16,11,5,4,6,32
150215,24,-2,-2,-2,6,-2,51
150251,10,1,-1,2,1,1,40
150288,24,-2,-2,-2,7,-2,51
150303,-3,-3,-3,-3,-3,-3,-3
150400,21,3,-1,12,2,11,31
150428,-3,-3,-3,-3,-3,-3,-3
150437,-3,-3,-3,-3,-3,-3,-3
150455,21,3,9,12,3,11,31
150534,20,10,10,12,3,11,21
150604,22,9,-1,10,2,11,32
150668,21,9,-1,10,3,8,31
150677,22,13,11,10,3,11,32
150695,-3,-3,-3,-3,-3,-3,-3
150710,-3,-3,-3,-3,-3,-3,-3
150756,21,3,-1,10,2,8,31
150765,-3,-3,-3,-3,-3,-3,-3
150774,21,6,-1,9,2,7,40
150853,-3,-3,-3,-3,-3,-3,-3
150941,22,13,11,10,3,11,32
150987,6,1,-1,1,1,5,40
151102,18,10,4,6,3,12,21
151111,16,14,18,8,4,15,16
151166,23,2,-1,6,2,9,40
151263,18,10,4,7,4,13,21
151290,29,-2,-2,-2,3,-2,55
151306,18,13,8,9,3,13,21
151324,17,13,18,9,4,13,16
151333,22,13,8,6,3,9,32
151342,19,10,6,6,3,12,21
151351,15,11,15,12,4,16,15
151360,19,10,10,6,3,12,21
151379,18,10,6,6,3,12,21
151388,22,12,1,6,3,9,32
151458,23,2,-1,9,2,7,40
151467,10,1,-1,4,1,1,40
151485,-3,-3,-3,-3,-3,-3,-3
151494,28,-2,-2,-2,2,-2,54
151500,28,-2,-2,-2,2,-2,54
151519,20,2,2,5,3,12,54
151537,-3,-3,-3,-3,-3,-3,-3
151564,-3,-3,-3,-3,-3,-3,-3
151607,-3,-3,-3,-3,-3,-3,-3
151616,14,2,-1,9,2,6,40
151625,14,2,-1,9,2,6,-3
151652,-3,-3,-3,-3,-3,-3,-3
151661,10,1,-1,4,1,3,40
151777,22,12,-1,10,2,11,32
151786,22,13,1,8,3,10,32
151801,18,16,13,10,5,17,21
151810,21,9,5,5,4,6,32
151829,-3,-3,-3,-3,-3,-3,-3
151865,24,-2,-2,-2,7,-2,51
151874,-3,-3,-3,-3,-3,-3,-3
151944,14,1,-1,4,1,2,40
151962,32,-2,-2,-2,2,-2,40
152044,-3,-3,-3,-3,-3,-3,-3
152080,15,8,15,12,5,17,15
152099,19,16,9,9,3,10,22
152150,-3,-3,-3,-3,-3,-3,-3
152220,10,0,-1,4,3,2,40
152248,18,13,7,6,3,12,21
152266,22,13,2,6,3,12,33
152275,-3,-3,-3,-3,-3,-3,-3
152309,-3,-3,-3,-3,-3,-3,-3
152318,27,-2,-2,-2,3,-2,54
152327,-3,-3,-3,-3,-3,-3,-3
152336,20,13,8,11,4,9,21
152363,22,9,3,9,3,8,32
152381,22,13,7,5,4,6,32
152390,21,6,-1,12,2,11,32
152415,10,1,-1,3,1,2,40
152451,24,-2,-2,-2,7,-2,51
152497,-3,-3,-3,-3,-3,-3,-3
152530,22,9,-1,12,3,11,32
152567,22,16,11,10,3,11,32
152600,18,10,4,10,5,14,21
152628,-3,-3,-3,-3,-3,-3,-3
152637,12,2,-1,6,2,12,40
152673,21,3,-1,10,2,8,31
152798,26,-2,-2,-2,4,-2,53
152822,29,-2,-2,-2,2,-2,40
152992,22,13,10,10,3,8,32
153001,22,12,1,9,3,11,32
153074,-3,-3,-3,-3,-3,-3,-3
153083,-3,-3,-3,-3,-3,-3,-3
153092,-3,-3,-3,-3,-3,-3,-3
153108,21,6,-1,10,2,11,32
153126,22,13,11,11,4,11,32
153144,21,6,1,12,3,11,31
153162,21,3,-1,12,2,11,31
153171,-3,-3,-3,-3,-3,-3,-3
153214,3,1,-1,2,1,5,40
153241,24,-2,-2,-2,2,-2,51
153250,22,12,1,10,3,11,32
153269,18,13,12,12,5,14,21
153278,20,13,13,11,4,10,22
153296,1,1,-1,3,1,2,40
153302,24,-2,-2,-2,2,-2,51
153311,5,1,-1,2,1,4,40
153320,24,-2,-2,-2,4,-2,51
153339,-3,-3,-3,-3,-3,-3,-3
153366,18,13,6,9,5,11,32
153375,22,12,-1,9,3,10,32
153384,21,3,-1,12,2,11,31
153409,23,2,-1,5,2,6,40
153418,23,2,-1,5,2,6,40
153427,28,-2,-2,-2,2,-2,54
153445,3,1,-1,2,1,3,40
153463,-3,-3,-3,-3,-3,-3,-3
153472,2,1,-1,3,1,3,40
153524,2,1,-1,2,1,3,40
153533,2,1,-1,2,1,3,40
153542,-3,-3,-3,-3,-3,-3,-3
153588,-3,-3,-3,-3,-3,-3,-3
153597,-3,-3,-3,-3,-3,-3,-3
153603,15,14,14,13,4,16,15
153621,22,12,-1,6,2,7,32
153630,5,1,-1,2,1,3,40
153658,15,11,14,13,5,16,15
153737,3,1,-1,2,1,5,40
153746,-3,-3,-3,-3,-3,-3,-3
153764,-3,-3,-3,-3,-3,-3,-3
153773,-3,-3,-3,-3,-3,-3,-3
153782,-3,-3,-3,-3,-3,-3,-3
153825,22,13,8,10,3,11,32
153834,21,6,-1,12,2,11,31
153861,18,7,18,9,6,7,21
153922,1,1,-1,2,1,2,40
153977,26,-2,-2,-2,2,-2,53
154004,22,13,1,10,4,11,32
154013,22,15,-1,8,3,10,32
154022,18,10,10,10,3,15,31
154059,2,1,-1,2,1,3,40
154095,18,13,18,11,3,16,21
154101,22,9,-1,10,2,11,32
154110,2,1,-1,2,1,3,40
154129,1,1,-1,2,1,2,40
154156,25,-2,-2,-2,7,-2,52
154165,-3,-3,-3,-3,-3,-3,-3
154174,26,-2,-2,-2,6,-2,53
154208,-3,-3,-3,-3,-3,-3,-3
154235,18,13,18,11,4,14,21
154262,9,1,-1,3,1,1,40
154332,-3,-3,-3,-3,-3,-3,-3
154341,-3,-3,-3,-3,-3,-3,-3
154350,21,10,1,7,3,10,32
154378,2,1,-1,2,1,3,40
154396,1,1,-1,2,1,2,40
154448,-3,-3,-3,-3,-3,-3,-3
154457,-3,-3,-3,-3,-3,-3,-3
154466,-3,-3,-3,-3,-3,-3,-3
154493,19,13,10,5,4,13,32
154518,22,9,-1,11,2,8,33
154527,21,9,-1,10,2,11,32
154536,24,-2,-2,-2,7,-2,51
154545,-3,-3,-3,-3,-3,-3,-3
154572,3,1,-1,2,1,3,40
154590,22,16,2,9,3,10,32
154642,2,1,-1,2,1,2,40
154688,18,13,12,5,5,10,21
154697,3,1,-1,1,1,3,40
154712,22,10,10,10,3,11,22
154721,22,9,-1,10,2,8,32
154749,22,12,-1,11,2,8,32
154767,10,1,-1,4,1,2,-3
154776,10,1,-1,4,1,1,40
154794,10,0,-1,4,3,1,-3
154800,5,1,-1,2,1,4,40
154837,24,-2,-2,-2,6,-2,51
154855,22,9,-1,9,2,8,33
154907,2,1,-1,1,1,2,40
154925,1,1,-1,2,1,2,40
154934,2,1,-1,2,1,2,40
154952,2,1,-1,2,1,3,40
154970,-3,-3,-3,-3,-3,-3,-3
154998,2,1,-1,2,1,2,40
155007,23,2,-1,5,2,6,40
155025,18,10,13,11,4,12,21
155052,1,1,-1,2,1,1,-3
155061,18,7,4,5,4,12,21
155070,24,-2,-2,-2,2,-2,32
155089,18,13,7,10,4,9,21
155098,2,1,-1,2,1,2,40
155104,2,1,-1,2,1,2,40
155140,33,2,-1,9,2,11,60
155159,-3,-3,-3,-3,-3,-3,-3
155177,9,1,-1,3,1,1,40
155186,2,1,-1,1,1,3,40
155195,3,1,-1,2,1,3,40
155201,1,1,-1,2,1,2,40
155210,4,1,-1,1,1,5,40
155283,10,1,-1,4,1,2,40
155292,6,1,-1,1,1,3,40
155308,-3,-3,-3,-3,-3,-3,-3
155317,15,11,14,13,5,15,15
155335,18,13,10,9,4,9,22
155353,-3,-3,-3,-3,-3,-3,-3
155399,16,14,14,11,4,16,15
155414,22,13,2,10,3,8,32
155423,-3,-3,-3,-3,-3,-3,-3
155441,-3,-3,-3,-3,-3,-3,-3
155450,2,1,-1,2,1,2,40
155487,1,1,-1,3,1,1,-3
155496,24,-2,-2,-2,2,-2,51
155511,22,12,-1,11,2,8,32
155520,19,16,10,8,4,10,22
155566,2,1,-1,1,1,2,40
155593,1,1,-1,3,1,2,40
155618,1,1,-1,4,1,1,-3
155627,22,12,-1,11,2,8,32
155636,22,16,2,5,5,6,-3
155681,18,13,4,11,4,12,21
155715,1,1,-1,2,1,2,40
155812,19,13,6,8,4,7,21
155830,1,0,-1,3,3,1,-3
155858,1,1,-1,2,1,2,40
155867,-3,-3,-3,-3,-3,-3,-3
155900,19,16,7,5,4,6,32
155937,22,12,-1,11,2,8,32
155973,22,12,-1,11,3,8,32
156082,19,13,8,8,4,12,21
156107,7,1,-1,2,1,2,-3
156125,16,14,16,8,4,15,16
156134,-3,-3,-3,-3,-3,-3,-3
156189,22,9,-1,10,2,8,32
156213,22,10,1,10,3,11,32
156222,24,-2,-2,-2,7,-2,51
156231,2,1,-1,2,1,3,40
156277,-3,-3,-3,-3,-3,-3,-3
156286,18,10,13,10,4,10,21
156295,21,9,-1,10,2,11,32
156310,-3,-3,-3,-3,-3,-3,-3
156338,2,1,-1,1,1,3,-3
156356,22,12,10,11,3,7,32
156365,19,13,6,9,3,10,22
156392,3,1,-1,2,1,4,-3
156408,21,3,-1,12,2,11,31
156417,24,-2,-2,-2,2,-2,51
156426,-3,-3,-3,-3,-3,-3,-3
156444,-3,-3,-3,-3,-3,-3,-3
156471,10,1,-1,3,1,2,-3
156541,19,13,1,10,5,11,22
156620,18,13,4,11,3,16,21
156648,2,1,-1,2,1,3,40
156727,26,-2,-2,-2,7,-2,-3
156745,21,7,1,10,4,11,31
156754,-3,-3,-3,-3,-3,-3,-3
156790,2,1,-1,1,1,3,40
156842,-3,-3,-3,-3,-3,-3,-3
156851,2,1,-1,1,1,2,40
156860,2,1,-1,2,1,3,40
156903,10,1,-1,3,1,1,40
156921,7,1,-1,1,1,4,40
156949,-3,-3,-3,-3,-3,-3,-3
156967,-3,-3,-3,-3,-3,-3,-3
157021,14,2,-1,6,2,9,40
157030,24,-2,-2,-2,2,-2,51
157058,21,10,6,9,3,10,22
157076,22,9,-1,11,2,7,32
157085,15,11,14,10,5,16,15
157100,22,16,3,9,3,8,32
157207,24,-2,-2,-2,7,-2,51
157216,19,6,11,9,4,10,31
157270,30,-2,-2,-2,2,-2,40
157289,15,11,14,11,5,15,15
157298,24,-2,-2,-2,7,-2,51
157304,2,1,-1,1,1,3,40
157331,2,1,-1,2,1,3,40
157359,22,15,-1,9,2,9,32
157377,22,15,-1,7,3,9,33
157386,18,10,4,10,4,13,21
157401,18,13,4,11,4,13,21
157438,5,1,-1,1,1,3,-3
157447,18,13,4,8,3,15,21
157456,-3,-3,-3,-3,-3,-3,-3
157465,10,1,-1,3,1,1,40
157483,3,1,-1,1,1,3,40
157508,-3,-3,-3,-3,-3,-3,-3
157535,21,9,3,9,5,7,32
157553,2,1,-1,2,1,3,40
157599,10,1,-1,4,1,2,40
157614,-3,-3,-3,-3,-3,-3,-3
157632,23,2,-1,9,2,7,40
157650,-3,-3,-3,-3,-3,-3,-3
157669,-3,-3,-3,-3,-3,-3,-3
157678,-3,-3,-3,-3,-3,-3,-3
157696,10,1,-1,4,1,2,40
157711,3,1,-1,2,1,4,40
157739,2,1,-1,1,1,3,40
157748,24,-2,-2,-2,6,-2,51
157757,17,13,18,7,5,9,21
157766,10,1,-1,3,1,2,40
157793,19,2,7,5,4,12,33
157809,20,13,10,10,3,9,32
157818,21,6,-1,12,2,11,31
157827,-3,-3,-3,-3,-3,-3,-3
157854,-3,-3,-3,-3,-3,-3,-3
157863,18,13,6,9,5,11,58
157951,18,10,4,11,3,16,21
158088,1,0,-1,2,3,1,40
158158,-3,-3,-3,-3,-3,-3,40
158246,-3,-3,-3,-3,-3,-3,-3
158325,-3,-3,-3,-3,-3,-3,-3
158334,-3,-3,-3,-3,-3,-3,-3
158343,10,1,-1,1,1,1,40
158352,7,1,-1,1,1,2,40
158431,2,1,-1,2,1,3,40
158440,10,0,-1,4,3,1,40
158477,21,7,9,10,3,8,21
158538,-3,-3,-3,-3,-3,-3,-3
158617,-3,-3,-3,-3,-3,-3,-3
158644,-3,-3,-3,-3,-3,-3,-3
158662,7,1,-1,2,1,5,40
158723,10,1,-1,4,1,1,40
158778,-3,-3,-3,-3,-3,-3,-3
158787,-3,-3,-3,-3,-3,-3,-3
158802,21,9,-1,9,2,7,32
158884,4,1,-1,2,1,2,40
159009,19,13,12,9,3,13,21
159027,-3,-3,-3,-3,-3,-3,-3
159197,10,1,-1,4,1,1,40
159319,-3,-3,-3,-3,-3,-3,-3
159328,-3,-3,-3,-3,-3,-3,-3
159373,25,-2,-2,-2,6,-2,52
159382,21,3,-1,5,2,9,40
159391,15,11,14,12,4,16,15
159407,11,1,-1,2,1,3,40
159416,19,10,8,6,3,9,21
159443,1,1,-1,2,1,2,40
159513,-3,-3,-3,-3,-3,-3,-3
159522,-3,-3,-3,-3,-3,-3,-3
159531,-3,-3,-3,-3,-3,-3,-3
159568,22,13,1,9,4,11,32
159601,-3,-3,-3,-3,-3,-3,-3
159638,-3,-3,-3,-3,-3,-3,-3
159647,16,13,18,10,4,13,16
159656,18,10,8,12,5,13,21
159717,18,13,4,10,3,12,21
159939,16,11,18,8,4,12,16
159948,24,-2,-2,-2,6,-2,51
159966,19,13,6,10,3,12,21
159993,18,13,18,11,4,12,21
160010,1,1,-1,3,1,2,40
160029,24,-2,-2,-2,6,-2,51
160038,18,10,6,6,3,12,21
160065,20,13,9,5,4,6,32
160074,26,-2,-2,-2,3,-2,53
160117,-3,-3,-3,-3,-3,-3,-3
160126,-3,-3,-3,-3,-3,-3,-3
160135,-3,-3,-3,-3,-3,-3,-3
160199,-3,-3,-3,-3,-3,-3,-3
160320,-3,-3,-3,-3,-3,-3,-3
160409,24,-2,-2,-2,2,-2,51
160445,-3,-3,-3,-3,-3,-3,-3
160472,-3,-3,-3,-3,-3,-3,-3
160481,7,1,-1,2,1,2,40
160524,10,1,-1,4,1,1,40
160533,-3,-3,-3,-3,-3,-3,-3
160579,1,1,-1,3,1,2,40
160597,-3,-3,-3,-3,-3,-3,-3
160612,18,13,12,10,3,15,21
160621,18,13,18,9,4,13,21
160630,19,10,8,9,4,9,22
160649,11,1,-1,3,1,3,40
160658,16,13,17,10,3,15,16
160667,7,1,-1,1,1,2,40
160755,15,8,14,7,5,13,15
160904,21,4,11,9,4,13,21
160913,5,1,-1,1,1,1,40
160940,10,1,-1,1,1,2,40
160959,21,5,3,13,3,7,31
160977,21,3,-1,12,2,11,31
160995,10,1,-1,3,1,1,40
161004,21,3,-1,12,2,11,31
161022,9,1,-1,1,1,1,40
161077,2,1,-1,2,1,2,40
161086,21,3,-1,12,2,11,31
161138,2,1,-1,2,1,2,40
161165,19,16,10,6,4,10,22
161192,2,1,-1,1,1,2,40
161208,-3,-3,-3,-3,-3,-3,-3
161217,23,2,-1,5,3,9,33
161226,22,12,-1,11,3,10,32
161235,22,15,-1,6,2,6,32
161244,21,6,-1,6,2,7,32
161253,16,14,15,10,4,13,15
161280,-3,-3,-3,-3,-3,-3,-3
161299,22,15,2,10,3,8,59
161341,22,12,-1,9,2,6,31
161457,18,10,6,10,5,13,22
161484,1,1,-1,3,1,2,40
161493,-3,-3,-3,-3,-3,-3,-3
161509,30,-2,-2,-2,3,-2,56
161518,19,13,11,5,4,10,22
161527,-3,-3,-3,-3,-3,-3,-3
161545,2,1,-1,2,1,3,40
161554,18,10,13,8,4,12,21
161563,22,16,9,9,3,8,55
161572,22,12,-1,10,2,8,32
161581,1,1,-1,3,1,1,40
161615,-3,-3,-3,-3,-3,-3,-3
161651,-3,-3,-3,-3,-3,-3,-3
161688,2,1,-1,2,1,3,40
161767,4,1,-1,1,1,4,40
161776,10,1,-1,3,1,1,-3
161800,-3,-3,-3,-3,-3,-3,-3
161855,-3,-3,-3,-3,-3,-3,-3
161864,7,1,-1,2,1,3,40
161873,18,16,13,5,5,12,21
162007,17,13,12,9,4,13,21
162061,27,-2,-2,-2,5,-2,54
162104,4,1,-1,1,1,2,40
162122,5,1,-1,2,1,4,40
162168,2,1,-1,1,1,2,40
162210,22,10,2,6,3,7,32
162283,20,10,6,6,3,12,21
162335,-3,-3,-3,-3,-3,-3,-3
162371,-3,-3,-3,-3,-3,-3,-3
162557,4,1,-1,1,1,3,40
162584,18,10,6,9,3,13,21
162609,1,1,-1,3,1,2,40
162654,21,4,6,12,4,11,31
162681,14,2,-1,5,2,6,40
162690,2,1,-1,1,1,3,40
162706,4,1,-1,2,1,3,40
162760,19,7,4,11,4,11,21
162779,4,1,-1,1,1,4,40
162830,-3,-3,-3,-3,-3,-3,-3
162928,15,11,14,12,6,17,15
162982,-3,-3,-3,-3,-3,-3,-3
163028,10,0,-1,4,3,2,-3
163046,18,10,13,12,4,14,21
163107,-3,-3,-3,-3,-3,-3,-3
163204,18,10,7,5,5,15,21
163259,25,-2,-2,-2,6,-2,16
163268,16,4,17,13,4,16,15
163286,15,11,14,13,4,16,15
163295,30,-2,-2,-2,3,-2,56
163338,20,13,18,9,3,14,21
163347,-3,-3,-3,-3,-3,-3,-3
163408,-3,-3,-3,-3,-3,-3,-3
163426,5,1,-1,1,1,5,40
163453,17,13,18,9,4,13,21
163462,19,10,7,10,4,11,21
163532,24,-2,-2,-2,5,-2,51
163541,-3,-3,-3,-3,-3,-3,-3
163578,18,13,12,5,5,9,21
163657,4,1,-1,1,1,4,40
163736,10,1,-1,3,1,2,-3
163754,-3,-3,-3,-3,-3,-3,-3
163815,-3,-3,-3,-3,-3,-3,-3
163851,18,10,6,11,3,13,21
163912,21,3,1,12,3,11,31
163921,22,12,3,6,3,9,59
163976,21,5,3,12,4,8,31
164058,10,1,-1,3,1,2,-3
164076,18,10,18,11,4,16,21
164085,20,-1,8,-1,7,18,53
164100,-3,-3,-3,-3,-3,-3,-3
164146,-3,-3,-3,-3,-3,-3,-3
164155,21,6,-1,12,2,14,59
164173,20,13,11,11,3,10,32
164216,21,4,5,12,3,11,31
164270,21,6,6,10,5,11,31
164313,2,1,-1,1,1,3,40
164368,-3,-3,-3,-3,-3,-3,-3
164438,14,1,-1,1,1,1,-3
164447,18,13,13,9,5,10,21
164465,21,3,-1,12,2,11,31
164474,24,-2,-2,-2,7,-2,51
164492,19,13,8,9,4,10,21
164535,-3,-3,-3,-3,-3,-3,-3
164562,19,7,11,10,4,11,21
164580,29,-2,-2,-2,5,-2,55
164599,-3,-3,-3,-3,-3,-3,-3
164614,24,-2,-2,-2,2,-2,-3
164632,21,10,7,9,4,11,33
164641,14,2,-1,5,2,7,40
164678,-3,-3,-3,-3,-3,-3,-3
164720,22,15,-1,9,2,10,33
164739,18,17,13,12,4,14,21
164748,30,-2,-2,-2,2,-2,56
164775,2,1,-1,2,1,2,40
164845,-3,-3,-3,-3,-3,-3,-3
164872,30,-2,-2,-2,5,-2,56
164915,26,-2,-2,-2,7,-2,53
164924,16,8,15,12,5,17,15
164933,30,-2,-2,-2,5,-2,56
164988,15,11,14,12,5,17,15
165015,15,5,15,12,5,14,15
165024,18,10,4,11,4,13,21
165033,7,1,-1,2,1,4,40
165060,-3,-3,-3,-3,-3,-3,-3
165112,7,1,-1,1,1,4,40
165167,18,7,12,5,6,12,58
165194,2,1,-1,2,1,3,40
165255,-3,-3,-3,-3,-3,-3,-3
165264,9,1,-1,1,1,1,40
165334,16,4,15,12,5,14,16
165495,30,-2,-2,-2,7,-2,56
165529,19,13,11,6,3,10,32
165556,-3,-3,-3,-3,-3,-3,-3
165574,13,2,-1,9,2,8,40
165608,-3,-3,-3,-3,-3,-3,-3
165635,-3,-3,-3,-3,-3,-3,-3
165644,21,10,9,9,4,11,22
165662,18,14,8,12,4,14,21
165671,20,10,10,10,3,11,21
165699,19,13,9,10,5,11,32
165705,24,-2,-2,-2,7,-2,51
165750,-3,-3,-3,-3,-3,-3,-3
165802,23,2,-1,5,2,10,40
165820,18,10,6,11,4,13,21
165866,18,10,9,11,4,14,21
165884,28,-2,-2,-2,2,-2,54
165936,21,7,1,12,3,11,31
165945,24,-2,-2,-2,7,-2,51
165981,4,1,-1,2,1,2,40
166009,-3,-3,-3,-3,-3,-3,-3
166018,21,3,-1,12,2,11,31
166027,15,5,14,12,6,17,15
166045,24,-2,-2,-2,6,-2,59
166054,24,-2,-2,-2,6,-2,51
